Row_ID,TP_entities,FP_entities,FN_entities,TP_rel,FP_rel,FN_rel,TP_entity_pairs,FP_entity_pairs,FN_entity_pairs,TP_relation_pairs,FP_relation_pairs,FN_relation_pairs
68,5,3,0,4,0,5,"('alfred baron', 'person'); ('interstate highway 35', 'routes'); ('marked border patrol sedan', 'means_of_transportation'); ('stanley pruszenski', 'person'); ('united states border patrol', 'organization')","('alfred baron', 'united states border patrol'); ('stanley pruszenski', 'alfred baron'); ('stanley pruszenski', 'united states border patrol')",,"('alfred baron', 'interstate highway 35'); ('alfred baron', 'marked border patrol sedan'); ('interstate highway 35', 'stanley pruszenski'); ('marked border patrol sedan', 'stanley pruszenski')",,"('alfred baron', 'stanley pruszenski'); ('alfred baron', 'united states border patrol'); ('interstate highway 35', 'marked border patrol sedan'); ('interstate highway 35', 'united states border patrol'); ('stanley pruszenski', 'united states border patrol')"
69,3,0,0,3,0,0,"('baron', 'person'); ('pickup truck camper', 'means_of_transportation'); ('pruszenski', 'person')",,,"('baron', 'pickup truck camper'); ('baron', 'pruszenski'); ('pickup truck camper', 'pruszenski')",,
70,2,1,1,1,1,2,"('18-wheeler', 'means_of_transportation'); ('diego martínez', 'person')","('smuggler', 'person')","('undocumented migrants', 'person')","('18-wheeler', 'diego martínez')","('diego martínez', 'smuggler')","('18-wheeler', 'undocumented migrants'); ('diego martínez', 'undocumented migrants')"
71,2,1,1,1,1,2,"('border patrol station', 'location'); ('moreno', 'person')","('vehicle', 'means_of_transportation')","('other occupants', 'person')","('border patrol station', 'moreno')","('moreno', 'vehicle')","('border patrol station', 'other occupants'); ('moreno', 'other occupants')"
72,0,0,3,0,0,3,,,"('CELLPHONE', 'MEANS_OF_COMMUNICATION'); ('DEFENDANT', 'PERSON'); ('PBSO', 'ORGANIZATION')",,,"('CELLPHONE', 'DEFENDANT'); ('CELLPHONE', 'PBSO'); ('DEFENDANT', 'PBSO')"
73,0,2,1,0,1,0,,"('detective gruber', 'person'); ('martime human smuggling', 'smuggled_items')","('gruber', 'person')",,"('detective gruber', 'martime human smuggling')",
74,2,0,0,1,0,0,"('lee', 'person'); ('weng yu hui', 'person')",,,"('lee', 'weng yu hui')",,
75,1,2,0,0,2,0,"('lee', 'person')","('person', 'person'); ('smuggled person', 'smuggled_items')",,,"('lee', 'person'); ('lee', 'smuggled person')",
76,2,3,2,2,2,4,"('go-fast vessel', 'means_of_transportation'); ('high seas', 'location')","('ecuador', 'location'); ('galapagos islands', 'location'); ('u.s. coast guard', 'person')","('galapagos islands, ecuador', 'location'); ('u.s. coast guard', 'organization')","('go-fast vessel', 'high seas'); ('go-fast vessel', 'u.s. coast guard')","('ecuador', 'galapagos islands'); ('galapagos islands', 'go-fast vessel')","('galapagos islands, ecuador', 'go-fast vessel'); ('galapagos islands, ecuador', 'high seas'); ('galapagos islands, ecuador', 'u.s. coast guard'); ('high seas', 'u.s. coast guard')"
77,2,1,1,2,0,0,"('illegal aliens', 'person'); ('sofia martinez', 'person')","('hsi', 'person')","('hsi', 'organization')","('hsi', 'sofia martinez'); ('illegal aliens', 'sofia martinez')",,
78,1,3,3,0,3,6,"('san ysidro port of entry', 'location')","('agent mulkins', 'person'); ('cell phones', 'smuggled_items'); ('defendant', 'person')","('defendant's vehicle', 'means_of_transportation'); ('five cell phones', 'means_of_communication'); ('mulkins', 'person')",,"('agent mulkins', 'defendant'); ('agent mulkins', 'san ysidro port of entry'); ('cell phones', 'defendant')","('defendant's vehicle', 'five cell phones'); ('defendant's vehicle', 'mulkins'); ('defendant's vehicle', 'san ysidro port of entry'); ('five cell phones', 'mulkins'); ('five cell phones', 'san ysidro port of entry'); ('mulkins', 'san ysidro port of entry')"
79,3,1,2,3,2,7,"('guayama, puerto rico', 'location'); ('jose m. velez', 'person'); ('miguel a. rivera', 'person')","('puerto rico police department', 'organization')","('maritime unit', 'location'); ('prpd', 'organization')","('guayama, puerto rico', 'jose m. velez'); ('guayama, puerto rico', 'miguel a. rivera'); ('jose m. velez', 'miguel a. rivera')","('jose m. velez', 'puerto rico police department'); ('miguel a. rivera', 'puerto rico police department')","('guayama, puerto rico', 'maritime unit'); ('guayama, puerto rico', 'prpd'); ('jose m. velez', 'maritime unit'); ('jose m. velez', 'prpd'); ('maritime unit', 'miguel a. rivera'); ('maritime unit', 'prpd'); ('miguel a. rivera', 'prpd')"
80,0,1,1,0,1,0,,"('detective morales', 'person')","('morales', 'person')",,"('detective morales', 'maritime human smuggling')",
81,0,2,1,0,1,0,,"('detective alvarez', 'person'); ('maritime human smuggling', 'smuggled_items')","('alvarez', 'person')",,"('detective alvarez', 'maritime human smuggling')",
82,2,0,0,1,0,0,"('hector luis prado', 'person'); ('ramon', 'person')",,,"('hector luis prado', 'ramon')",,
83,1,3,0,0,3,0,"('ramon', 'person')","('alien', 'person'); ('alien smuggler', 'person'); ('alien smuggling', 'smuggled_items')",,,"('alien', 'alien smuggling'); ('alien smuggler', 'ramon'); ('alien smuggling', 'ramon')",
84,3,0,1,2,0,4,"('isla clarión, mexico', 'location'); ('mexican navy', 'organization'); ('speedboat', 'means_of_transportation')",,"('high seas', 'location')","('isla clarión, mexico', 'speedboat'); ('mexican navy', 'speedboat')",,"('high seas', 'isla clarión, mexico'); ('high seas', 'mexican navy'); ('high seas', 'speedboat'); ('isla clarión, mexico', 'mexican navy')"
85,1,2,2,2,0,0,"('lucia mendoza', 'person')","('illegal aliens', 'smuggled_items'); ('ina', 'person')","('illegal aliens', 'person'); ('ina', 'organization')","('illegal aliens', 'lucia mendoza'); ('ina', 'lucia mendoza')",,
86,1,4,3,0,5,6,"('matamoros port of entry', 'location')","('agent herrera', 'person'); ('defendant', 'person'); ('satellite phones', 'smuggled_items'); ('vehicle', 'means_of_transportation')","('defendant's vehicle', 'means_of_transportation'); ('five satellite phones', 'means_of_communication'); ('herrera', 'person')",,"('agent herrera', 'defendant'); ('agent herrera', 'matamoros port of entry'); ('agent herrera', 'vehicle'); ('defendant', 'satellite phones'); ('satellite phones', 'vehicle')","('defendant's vehicle', 'five satellite phones'); ('defendant's vehicle', 'herrera'); ('defendant's vehicle', 'matamoros port of entry'); ('five satellite phones', 'herrera'); ('five satellite phones', 'matamoros port of entry'); ('herrera', 'matamoros port of entry')"
87,3,2,2,1,3,9,"('baja state police', 'organization'); ('ensenada, mexico', 'location'); ('manuel ruiz', 'person')","('baja state police officers', 'person'); ('elana torres', 'person')","('elena torres', 'person'); ('maritime unit', 'location')","('baja state police', 'manuel ruiz')","('baja state police', 'elana torres'); ('baja state police officers', 'ensenada, mexico'); ('elana torres', 'manuel ruiz')","('baja state police', 'elena torres'); ('baja state police', 'ensenada, mexico'); ('baja state police', 'maritime unit'); ('elena torres', 'ensenada, mexico'); ('elena torres', 'manuel ruiz'); ('elena torres', 'maritime unit'); ('ensenada, mexico', 'manuel ruiz'); ('ensenada, mexico', 'maritime unit'); ('manuel ruiz', 'maritime unit')"
88,3,2,1,2,3,4,"('carlsbad police department', 'organization'); ('panga-style boat', 'means_of_transportation'); ('ponto beach', 'location')","('carlsbad', 'location'); ('carlsbad, calif', 'location')","('carlsbad, calif.', 'location')","('carlsbad police department', 'panga-style boat'); ('carlsbad police department', 'ponto beach')","('carlsbad', 'carlsbad police department'); ('carlsbad police department', 'carlsbad, calif'); ('carlsbad, calif', 'ponto beach')","('carlsbad police department', 'carlsbad, calif.'); ('carlsbad, calif.', 'panga-style boat'); ('carlsbad, calif.', 'ponto beach'); ('panga-style boat', 'ponto beach')"
89,2,1,1,1,2,2,"('organization', 'organization'); ('van', 'means_of_transportation')","('rancho palos verdes, calif.', 'location')","('rancho palos verdes', 'location')","('organization', 'van')","('organization', 'rancho palos verdes, calif.'); ('rancho palos verdes, calif.', 'van')","('organization', 'rancho palos verdes'); ('rancho palos verdes', 'van')"
90,5,4,4,2,5,17,"('apartment building', 'location'); ('cargo van', 'means_of_transportation'); ('carlsbad', 'location'); ('mexico', 'location'); ('smuggling organization', 'organization')","('anahuem', 'location'); ('boat', 'means_of_transportation'); ('border patrol', 'person'); ('la best', 'person')","('anaheim, california', 'location'); ('border patrol', 'organization'); ('la best', 'organization'); ('nine illegal aliens', 'person')","('apartment building', 'cargo van'); ('cargo van', 'carlsbad')","('apartment building', 'mexico'); ('boat', 'carlsbad'); ('boat', 'mexico'); ('border patrol', 'smuggling organization'); ('la best', 'smuggling organization')","('anaheim, california', 'apartment building'); ('anaheim, california', 'border patrol'); ('anaheim, california', 'cargo van'); ('anaheim, california', 'la best'); ('apartment building', 'border patrol'); ('apartment building', 'la best'); ('apartment building', 'nine illegal aliens'); ('border patrol', 'cargo van'); ('border patrol', 'carlsbad'); ('border patrol', 'la best'); ('border patrol', 'nine illegal aliens'); ('cargo van', 'la best'); ('cargo van', 'smuggling organization'); ('carlsbad', 'la best'); ('carlsbad', 'nine illegal aliens'); ('la best', 'nine illegal aliens'); ('mexico', 'nine illegal aliens')"
91,3,0,0,1,0,1,"('mario echeverria', 'person'); ('maritime smuggling organization', 'organization'); ('tijuana, mexico', 'location')",,,"('mario echeverria', 'maritime smuggling organization')",,"('mario echeverria', 'tijuana, mexico')"
92,2,2,1,1,2,2,"('28 people', 'person'); ('california coastline', 'location')","('california', 'location'); ('usbp agents', 'person')","('usbp', 'organization')","('28 people', 'california coastline')","('28 people', 'usbp agents'); ('california coastline', 'usbp agents')","('28 people', 'usbp'); ('california coastline', 'usbp')"
93,2,2,1,0,5,3,"('coronado', 'location'); ('san diego bay', 'location')","('agents', 'person'); ('concerned citizen', 'person')","('suspicious vessel', 'means_of_transportation')",,"('agents', 'concerned citizen'); ('agents', 'coronado'); ('agents', 'san diego bay'); ('concerned citizen', 'coronado'); ('concerned citizen', 'san diego bay')","('coronado', 'san diego bay'); ('coronado', 'suspicious vessel'); ('san diego bay', 'suspicious vessel')"
94,0,6,5,0,4,7,,"('joint harbor operation center', 'location'); ('marine interdiction agents', 'person'); ('mias', 'person'); ('san diego', 'location'); ('u.s coast guard', 'organization'); ('vessel', 'means_of_transportation')","('amo', 'organization'); ('downtown san diego', 'location'); ('joint harbor operation center', 'organization'); ('suspicious vessel', 'means_of_transportation'); ('u.s. coast guard', 'organization')",,"('joint harbor operation center', 'u.s coast guard'); ('marine interdiction agents', 'san diego'); ('marine interdiction agents', 'u.s coast guard'); ('marine interdiction agents', 'vessel')","('amo', 'downtown san diego'); ('amo', 'joint harbor operation center'); ('amo', 'suspicious vessel'); ('downtown san diego', 'joint harbor operation center'); ('downtown san diego', 'suspicious vessel'); ('joint harbor operation center', 'suspicious vessel'); ('joint harbor operation center', 'u.s. coast guard')"
95,3,3,3,1,5,8,"('boat trailer', 'means_of_transportation'); ('vessel', 'means_of_transportation'); ('white pickup truck', 'means_of_transportation')","('mias', 'person'); ('people', 'person'); ('shutter island boat dock', 'location')","('14 people', 'person'); ('shelter island boat dock', 'location'); ('three other people', 'person')","('boat trailer', 'white pickup truck')","('boat trailer', 'people'); ('mias', 'people'); ('mias', 'shutter island boat dock'); ('mias', 'vessel'); ('people', 'white pickup truck')","('14 people', 'shelter island boat dock'); ('14 people', 'vessel'); ('boat trailer', 'shelter island boat dock'); ('boat trailer', 'three other people'); ('shelter island boat dock', 'three other people'); ('shelter island boat dock', 'vessel'); ('shelter island boat dock', 'white pickup truck'); ('three other people', 'white pickup truck')"
96,3,3,5,0,4,7,"('guatemalan national', 'person'); ('salvadoran national', 'person'); ('vessel', 'means_of_transportation')","('agents', 'person'); ('mexican nationals', 'person'); ('u.s.', 'location')","('11 people', 'person'); ('el salvador', 'location'); ('guatemala', 'location'); ('mexico', 'location'); ('nine mexican nationals', 'person')",,"('agents', 'vessel'); ('guatemalan national', 'u.s.'); ('mexican nationals', 'u.s.'); ('salvadoran national', 'u.s.')","('11 people', 'guatemalan national'); ('11 people', 'nine mexican nationals'); ('11 people', 'salvadoran national'); ('11 people', 'vessel'); ('el salvador', 'salvadoran national'); ('guatemala', 'guatemalan national'); ('mexico', 'nine mexican nationals')"
97,2,3,2,0,5,4,"('bimini, bahamas', 'location'); ('florida', 'location')","('crew', 'person'); ('pursuit', 'means_of_transportation'); ('vessel', 'means_of_transportation')","('26-foot pursuit', 'means_of_transportation'); ('another vessel', 'means_of_transportation')",,"('bimini, bahamas', 'pursuit'); ('bimini, bahamas', 'vessel'); ('crew', 'pursuit'); ('crew', 'vessel'); ('florida', 'vessel')","('26-foot pursuit', 'another vessel'); ('26-foot pursuit', 'bimini, bahamas'); ('26-foot pursuit', 'florida'); ('another vessel', 'bimini, bahamas')"
98,0,2,3,0,1,3,,"('smugglers', 'person'); ('u.s. coast guard', 'person')","('20 individuals', 'person'); ('suspected smugglers', 'person'); ('u.s. coast guard', 'organization')",,"('smugglers', 'u.s. coast guard')","('20 individuals', 'suspected smugglers'); ('20 individuals', 'u.s. coast guard'); ('suspected smugglers', 'u.s. coast guard')"
99,4,3,3,1,5,8,"('mexico', 'location'); ('san diego air & marine branch', 'organization'); ('southern california coast', 'location'); ('united states', 'location')","('maritime boundary line', 'routes'); ('possible lights out vessel', 'smuggled_items'); ('sdamb be-350', 'means_of_transportation')","('be-350 multi-role enforcement aircraft', 'means_of_transportation'); ('lights out vessel', 'means_of_transportation'); ('maritime boundary line', 'location')","('mexico', 'united states')","('maritime boundary line', 'possible lights out vessel'); ('mexico', 'possible lights out vessel'); ('possible lights out vessel', 'sdamb be-350'); ('possible lights out vessel', 'southern california coast'); ('southern california coast', 'united states')","('be-350 multi-role enforcement aircraft', 'lights out vessel'); ('be-350 multi-role enforcement aircraft', 'san diego air & marine branch'); ('be-350 multi-role enforcement aircraft', 'southern california coast'); ('lights out vessel', 'maritime boundary line'); ('lights out vessel', 'southern california coast'); ('maritime boundary line', 'mexico'); ('maritime boundary line', 'southern california coast'); ('maritime boundary line', 'united states')"
100,5,1,1,2,6,0,"('baja california, mexico', 'location'); ('barba', 'person'); ('panga boats', 'means_of_transportation'); ('pleasure crafts', 'means_of_transportation'); ('san diego, california', 'location')","('load vehicles', 'means_of_transportation')","('multiple load vehicles', 'means_of_transportation')","('baja california, mexico', 'barba'); ('barba', 'san diego, california')","('baja california, mexico', 'san diego, california'); ('barba', 'load vehicles'); ('barba', 'panga boats'); ('barba', 'pleasure crafts'); ('load vehicles', 'panga boats'); ('load vehicles', 'pleasure crafts')",
101,0,6,7,0,3,14,,"('antonio hurtado', 'person'); ('boat captain', 'person'); ('federal court', 'location'); ('may 2021', 'location'); ('migrants', 'person'); ('vessel', 'means_of_transportation')","('alien smuggling organization', 'organization'); ('baja california, mexico', 'location'); ('barba', 'person'); ('multiple load vehicles', 'means_of_transportation'); ('panga boats', 'means_of_transportation'); ('pleasure crafts', 'means_of_transportation'); ('san diego, california', 'location')",,"('antonio hurtado', 'boat'); ('antonio hurtado', 'migrants'); ('may 2021', 'migrants')","('alien smuggling organization', 'baja california, mexico'); ('alien smuggling organization', 'barba'); ('alien smuggling organization', 'multiple load vehicles'); ('alien smuggling organization', 'panga boats'); ('alien smuggling organization', 'pleasure crafts'); ('alien smuggling organization', 'san diego, california'); ('baja california, mexico', 'barba'); ('baja california, mexico', 'multiple load vehicles'); ('baja california, mexico', 'panga boats'); ('baja california, mexico', 'pleasure crafts'); ('barba', 'san diego, california'); ('multiple load vehicles', 'san diego, california'); ('panga boats', 'san diego, california'); ('pleasure crafts', 'san diego, california')"
