Sr.No.,Input_Text,TP_ent,FP_ent,FN_ent,TP_rel,FP_rel,FN_rel,TP_ent_pairs,FP_ent_pairs,FN_ent_pairs,TP_rel_pairs,FP_rel_pairs,FN_rel_pairs
53,"Miguel Alvarez transported undocumented aliens along Interstate 988 before arriving at a stash house in Nuevo León, where illegal weapons were stored.",2,2,3,3,2,7,"('miguel alvarez', 'person'); ('nuevo león', 'location')","('illegal weapons', 'smuggled_items'); ('undocumented aliens', 'smuggled_items')","('interstate 988', 'routes'); ('stash house', 'location'); ('undocumented aliens', 'person')","('miguel alvarez', 'nuevo león'); ('miguel alvarez', 'undocumented aliens'); ('undocumented aliens', 'nuevo león')","('illegal weapons', 'nuevo león'); ('miguel alvarez', 'illegal weapons')","('interstate 988', 'nuevo león'); ('interstate 988', 'stash house'); ('miguel alvarez', 'interstate 988'); ('miguel alvarez', 'stash house'); ('stash house', 'nuevo león'); ('undocumented aliens', 'interstate 988'); ('undocumented aliens', 'stash house')"
54,"On June 11, 2009, Border Patrol Agents Victor Barberena and Abraham Esqueda were engaged in a roving border patrol on Interstate Highway 35 (""I-35"") between Laredo and San Antonio.",5,1,0,9,0,1,"('abraham esqueda', 'person'); ('interstate highway 35', 'routes'); ('laredo', 'location'); ('san antonio', 'location'); ('victor barberena', 'person')","('june 11, 2009', 'date')",,"('abraham esqueda', 'interstate highway 35'); ('abraham esqueda', 'laredo'); ('abraham esqueda', 'san antonio'); ('interstate highway 35', 'laredo'); ('interstate highway 35', 'san antonio'); ('victor barberena', 'abraham esqueda'); ('victor barberena', 'interstate highway 35'); ('victor barberena', 'laredo'); ('victor barberena', 'san antonio')",,"('laredo', 'san antonio')"
55,"The agents testified that as the Nissan passed the bushes, Delacruz turned and, upon seeing the agents, gave a ""surprised look"" and immediately ducked down and leaned back into his seat, out of the agents' view.",2,0,1,1,0,2,"('delacruz', 'person'); ('nissan', 'means_of_transportation')",,"('agents', 'person')","('delacruz', 'nissan')",,"('agents', 'delacruz'); ('agents', 'nissan')"
56,"Once back near Pearsall, the vehicle pulled into the gas station at exit 101, again rather abruptly, and parked near a pump.",2,0,2,0,1,6,"('exit 101', 'routes'); ('pearsall', 'location')",,"('gas station', 'location'); ('vehicle', 'means_of_transportation')",,"('pearsall', 'exit 101')","('exit 101', 'pearsall'); ('gas station', 'exit 101'); ('gas station', 'pearsall'); ('vehicle', 'exit 101'); ('vehicle', 'gas station'); ('vehicle', 'pearsall')"
57,They observed a white 1992 Ford pickup truck drive up to the gate from within the ranch.,1,0,2,0,0,3,"('1992 ford pickup truck', 'means_of_transportation')",,"('gate', 'location'); ('ranch', 'location')",,,"('1992 ford pickup truck', 'gate'); ('1992 ford pickup truck', 'ranch'); ('gate', 'ranch')"
58,"When questioned about his citizenship, Movant admitted that he was a citizen of the Dominican Republic who had entered the United States illegally by wading across the Rio Grande River near the Hidalgo, Texas, Port of Entry",3,1,2,2,1,5,"('dominican republic', 'location'); ('movant', 'person'); ('rio grande river', 'location')","('hidalgo, texas', 'location')","('hidalgo, texas, port of entry', 'location'); ('united states', 'location')","('movant', 'dominican republic'); ('movant', 'rio grande river')","('movant', 'hidalgo, texas')","('hidalgo, texas, port of entry', 'united states'); ('movant', 'hidalgo, texas, port of entry'); ('movant', 'united states'); ('rio grande river', 'hidalgo, texas, port of entry'); ('rio grande river', 'united states')"
59,Border Patrol Agent Sarah Lee was on patrol and observed a truck pass.,2,0,1,1,0,1,"('sarah lee', 'person'); ('truck', 'means_of_transportation')",,"('border patrol agent', 'person')","('sarah lee', 'truck')",,"('sarah lee', 'border patrol agent')"
60,The defendant Sofia Navarro ran from the agents and passed a barb wire fence.,1,0,2,0,0,3,"('sofia navarro', 'person')",,"('agents', 'person'); ('barb wire fence', 'location')",,,"('agents', 'barb wire fence'); ('sofia navarro', 'agents'); ('sofia navarro', 'barb wire fence')"
61,"On June 12, 2014, McMillon and Williams arrived in the tractor-trailer at an immigration checkpoint near Freer, Texas.",4,1,1,6,0,4,"('freer, texas', 'location'); ('mcmillon', 'person'); ('tractor-trailer', 'means_of_transportation'); ('williams', 'person')","('june 12, 2014', 'date')","('immigration checkpoint', 'location')","('mcmillon', 'freer, texas'); ('mcmillon', 'tractor-trailer'); ('mcmillon', 'williams'); ('tractor-trailer', 'freer, texas'); ('williams', 'freer, texas'); ('williams', 'tractor-trailer')",,"('immigration checkpoint', 'freer, texas'); ('mcmillon', 'immigration checkpoint'); ('tractor-trailer', 'immigration checkpoint'); ('williams', 'immigration checkpoint')"
62,Agent Pena identified himself and asked Williams if he minded opening the door so that they could hear each other over the engine noise.,2,0,0,1,0,0,"('pena', 'person'); ('williams', 'person')",,,"('pena', 'williams')",,
63,"On November 24, 2014, Williamson County Sheriff's Office detectives Gary Haston and Heather Vargas were traveling northbound on IH-35.",3,1,1,3,0,3,"('gary haston', 'person'); ('heather vargas', 'person'); ('ih-35', 'routes')","('november 24, 2014', 'date')","(""williamson county sheriff's office"", 'organization')","('gary haston', 'heather vargas'); ('gary haston', 'ih-35'); ('heather vargas', 'ih-35')",,"('gary haston', ""williamson county sheriff's office""); ('heather vargas', ""williamson county sheriff's office""); (""williamson county sheriff's office"", 'ih-35')"
64,"At some point, their attention was drawn to a 2008 Chevrolet truck pulling a flatbed trailer transporting a scissor lift.",2,0,1,1,0,2,"('2008 chevrolet truck', 'means_of_transportation'); ('flatbed trailer', 'means_of_transportation')",,"('scissor lift', 'means_of_transportation')","('2008 chevrolet truck', 'flatbed trailer')",,"('2008 chevrolet truck', 'scissor lift'); ('flatbed trailer', 'scissor lift')"
65,"Under questioning, Saldana told the officers he lived in Laredo and was driving the scissor lift to Dallas for repairs as a favor to the owner.",3,0,3,2,0,6,"('dallas', 'location'); ('laredo', 'location'); ('saldana', 'person')",,"('officers', 'person'); ('owner', 'person'); ('scissor lift', 'means_of_transportation')","('saldana', 'dallas'); ('saldana', 'laredo')",,"('laredo', 'dallas'); ('saldana', 'officers'); ('saldana', 'owner'); ('saldana', 'scissor lift'); ('scissor lift', 'dallas'); ('scissor lift', 'owner')"
66,Arce-Jasso drove a 1996 Mercury Cougar to the border patrol checkpoint located on I-35,3,0,1,3,0,3,"('1996 mercury cougar', 'means_of_transportation'); ('arce-jasso', 'person'); ('i-35', 'routes')",,"('border patrol checkpoint', 'location')","('1996 mercury cougar', 'i-35'); ('arce-jasso', '1996 mercury cougar'); ('arce-jasso', 'i-35')",,"('1996 mercury cougar', 'border patrol checkpoint'); ('arce-jasso', 'border patrol checkpoint'); ('border patrol checkpoint', 'i-35')"
67,"When Arce-Jasso pulled up, Agent Garcia questioned him about his citizenship.",1,1,1,0,1,1,"('arce-jasso', 'person')","('agent garcia', 'person')","('garcia', 'person')",,"('arce-jasso', 'agent garcia')","('arce-jasso', 'garcia')"
68,"On February 18, 1983, United States Border Patrol agents Stanley Pruszenski and Alfred Baron were sitting in their marked border patrol sedan overlooking the northbound lanes of Interstate Highway 35.",3,1,2,3,0,6,"('alfred baron', 'person'); ('interstate highway 35', 'routes'); ('stanley pruszenski', 'person')","('february 18, 1983', 'date')","('marked border patrol sedan', 'means_of_transportation'); ('united states border patrol', 'organization')","('alfred baron', 'interstate highway 35'); ('stanley pruszenski', 'alfred baron'); ('stanley pruszenski', 'interstate highway 35')",,"('alfred baron', 'marked border patrol sedan'); ('alfred baron', 'united states border patrol'); ('marked border patrol sedan', 'interstate highway 35'); ('stanley pruszenski', 'marked border patrol sedan'); ('stanley pruszenski', 'united states border patrol'); ('united states border patrol', 'interstate highway 35')"
69,"Pruszenski and Baron spotted a pickup truck camper traveling northbound unusually slowly, its headlights angled up.",3,0,0,3,0,0,"('baron', 'person'); ('pickup truck camper', 'means_of_transportation'); ('pruszenski', 'person')",,,"('baron', 'pickup truck camper'); ('pruszenski', 'baron'); ('pruszenski', 'pickup truck camper')",,
70,"On March 12, 2024, Diego Martínez, a known smuggler, drove an 18-wheeler carrying undocumented migrants.",2,1,1,1,2,2,"('18-wheeler', 'means_of_transportation'); ('diego martínez', 'person')","('march 12, 2024', 'date')","('undocumented migrants', 'person')","('diego martínez', '18-wheeler')","('18-wheeler', 'march 12, 2024'); ('diego martínez', 'march 12, 2024')","('18-wheeler', 'undocumented migrants'); ('diego martínez', 'undocumented migrants')"
71,Moreno and the other occupants of the vehicle were taken to the Border Patrol Station for further processing.,2,0,1,1,0,2,"('border patrol station', 'location'); ('moreno', 'person')",,"('other occupants', 'person')","('moreno', 'border patrol station')",,"('moreno', 'other occupants'); ('other occupants', 'border patrol station')"
72,PBSO conducted a digital forensic examination of the Defendant's cell phone.,2,1,1,0,3,3,"('defendant', 'person'); ('pbso', 'organization')","('cell phone', 'means_of_communication')","('cellphone', 'means_of_communication')",,"('defendant', 'cell phone'); ('defendant', 'pbso'); ('pbso', 'cell phone')","('defendant', 'cellphone'); ('pbso', 'cellphone'); ('pbso', 'defendant')"
73,Detective Gruber determined included evidence related to maritime human smuggling.,0,1,1,0,0,0,,"('detective gruber', 'person')","('gruber', 'person')",,,
74,"In early 1992 Lee contacted Weng Yu Hui, an alien smuggler.",2,1,0,1,0,0,"('lee', 'person'); ('weng yu hui', 'person')","('1992', 'date')",,"('lee', 'weng yu hui')",,
75,"Lee expected to be paid $ 15,000 for each person smuggled",1,1,0,0,1,0,"('lee', 'person')","('$15,000', 'fee')",,,"('lee', '$15,000')",
76,"The U.S. Coast Guard interdicted a go-fast vessel on the high seas, about 655 nautical miles west of the Galapagos Islands, Ecuador.",2,0,2,0,0,6,"('galapagos islands, ecuador', 'location'); ('go-fast vessel', 'means_of_transportation')",,"('high seas', 'location'); ('u.s. coast guard', 'organization')",,,"('go-fast vessel', 'galapagos islands, ecuador'); ('go-fast vessel', 'high seas'); ('high seas', 'galapagos islands, ecuador'); ('u.s. coast guard', 'galapagos islands, ecuador'); ('u.s. coast guard', 'go-fast vessel'); ('u.s. coast guard', 'high seas')"
77,HSI received information from a source that Defendant Sofia Martinez was coordinating the smuggling  of illegal aliens.,1,0,2,0,0,2,"('sofia martinez', 'person')",,"('hsi', 'organization'); ('illegal aliens', 'person')",,,"('hsi', 'sofia martinez'); ('sofia martinez', 'illegal aliens')"
78,Agent Mulkins went to the San Ysidro Port of Entry and retrieved five cell phones out of Defendant's vehicle.,2,1,2,1,2,5,"('mulkins', 'person'); ('san ysidro port of entry', 'location')","('cell phones', 'means_of_communication')","(""defendant's vehicle"", 'means_of_transportation'); ('five cell phones', 'means_of_communication')","('mulkins', 'san ysidro port of entry')","('mulkins', 'cell phones'); ('san ysidro port of entry', 'cell phones')","(""defendant's vehicle"", 'san ysidro port of entry'); ('five cell phones', ""defendant's vehicle""); ('five cell phones', 'san ysidro port of entry'); ('mulkins', ""defendant's vehicle""); ('mulkins', 'five cell phones')"
79,"On Sunday, March 29, 1998, Puerto Rico Police Department (PRPD) Officers Jose M. Velez and Miguel A. Rivera began their preventive patrol at the Maritime Unit in Guayama, Puerto Rico.",3,1,2,3,2,7,"('guayama, puerto rico', 'location'); ('jose m. velez', 'person'); ('miguel a. rivera', 'person')","('march 29, 1998', 'date')","('maritime unit', 'location'); ('prpd', 'organization')","('jose m. velez', 'guayama, puerto rico'); ('jose m. velez', 'miguel a. rivera'); ('miguel a. rivera', 'guayama, puerto rico')","('jose m. velez', 'march 29, 1998'); ('miguel a. rivera', 'march 29, 1998')","('jose m. velez', 'maritime unit'); ('jose m. velez', 'prpd'); ('maritime unit', 'guayama, puerto rico'); ('miguel a. rivera', 'maritime unit'); ('miguel a. rivera', 'prpd'); ('prpd', 'guayama, puerto rico'); ('prpd', 'maritime unit')"
80,Detective Morales determined included evidence related to maritime human smuggling.,0,1,1,0,0,0,,"('detective morales', 'person')","('morales', 'person')",,,
81,Evidence related to maritime human smuggling was determined by Detective Alvarez.,0,1,1,0,0,0,,"('detective alvarez', 'person')","('alvarez', 'person')",,,
82,"In early 2015, Hector Luis Prado was contacted by Ramon, an alien smuggler.",2,1,0,1,2,0,"('hector luis prado', 'person'); ('ramon', 'person')","('2015', 'date')",,"('hector luis prado', 'ramon')","('2015', 'hector luis prado'); ('2015', 'ramon')",
83,"It was expected by Ramon that he would be paid $10,000 for each alien smuggled.",1,1,0,0,1,0,"('ramon', 'person')","('$10,000', 'fee')",,,"('ramon', '$10,000')",
84,"A speedboat was interdicted by the Mexican Navy on the high seas, about 600 nautical miles west of Isla Clarión, Mexico.",2,0,2,1,0,5,"('isla clarión, mexico', 'location'); ('speedboat', 'means_of_transportation')",,"('high seas', 'location'); ('mexican navy', 'organization')","('speedboat', 'isla clarión, mexico')",,"('high seas', 'isla clarión, mexico'); ('mexican navy', 'high seas'); ('mexican navy', 'isla clarión, mexico'); ('mexican navy', 'speedboat'); ('speedboat', 'high seas')"
85,Information from a source was received by INA that Defendant Lucia Mendoza was coordinating the smuggling of illegal aliens.,1,0,2,0,1,2,"('lucia mendoza', 'person')",,"('illegal aliens', 'person'); ('ina', 'organization')",,"('lucia mendoza', 'ina')","('ina', 'lucia mendoza'); ('lucia mendoza', 'illegal aliens')"
86,"The Matamoros Port of Entry was visited by Agent Herrera, who retrieved five satellite phones out of Defendant's vehicle.",1,2,3,0,2,6,"('matamoros port of entry', 'location')","('agent herrera', 'person'); ('satellite phones', 'means_of_communication')","(""defendant's vehicle"", 'means_of_transportation'); ('five satellite phones', 'means_of_communication'); ('herrera', 'person')",,"('agent herrera', 'matamoros port of entry'); ('agent herrera', 'satellite phones')","(""defendant's vehicle"", 'matamoros port of entry'); ('five satellite phones', ""defendant's vehicle""); ('five satellite phones', 'matamoros port of entry'); ('herrera', ""defendant's vehicle""); ('herrera', 'five satellite phones'); ('herrera', 'matamoros port of entry')"
87,"On Friday, April 17, 2009, A preventive patrol was begun by Baja State Police Officers Elena Torres and Manuel Ruiz at the Maritime Unit in Ensenada, Mexico.",5,1,0,7,0,3,"('baja state police', 'organization'); ('elena torres', 'person'); ('ensenada, mexico', 'location'); ('manuel ruiz', 'person'); ('maritime unit', 'location')","('april 17, 2009', 'date')",,"('baja state police', 'maritime unit'); ('elena torres', 'baja state police'); ('elena torres', 'manuel ruiz'); ('elena torres', 'maritime unit'); ('manuel ruiz', 'baja state police'); ('manuel ruiz', 'maritime unit'); ('maritime unit', 'ensenada, mexico')",,"('baja state police', 'ensenada, mexico'); ('elena torres', 'ensenada, mexico'); ('manuel ruiz', 'ensenada, mexico')"
